tweet_id,information,inference,confidence,worker,topic,phase
1429911727693570048,1,0,2,A,abortion,extension_2
1433535674796449795,0,1,1,A,abortion,extension_2
1435582470964006916,0,1,1,A,abortion,extension_2
1435160716739293184,0,1,2,A,abortion,extension_2
1434902459902619654,1,1,1,A,abortion,extension_2
1435735062272622597,1,0,1,A,abortion,extension_2
1428499697769992198,1,0,1,A,abortion,extension_2
1433565667467448320,0,1,1,A,abortion,extension_2
1440413131709161480,1,0,1,A,abortion,extension_2
1435772536181170183,0,1,1,A,abortion,extension_2
1223192287271948288,1,1,1,A,brexit,extension_3
1222154382369873920,0,1,1,A,brexit,extension_3
1225808960248254465,1,0,1,A,brexit,extension_3
1232601503485042689,1,1,1,A,brexit,extension_3
1224589376560209921,1,1,1,A,brexit,extension_3
1225001881774235648,1,1,1,A,brexit,extension_3
1226225200175382529,1,1,1,A,brexit,extension_3
1223076465970991105,0,1,1,A,brexit,extension_3
1220010233264820224,1,1,2,A,brexit,extension_3
1227485368225861632,0,1,2,A,brexit,extension_3
1212772743919415299,1,0,1,A,brexit,extension_3
1225163846714904581,0,1,1,A,brexit,extension_3
1223271780934090754,0,1,1,A,brexit,extension_3
1223264374229434368,1,0,1,A,brexit,extension_3
1219670204613001217,1,1,2,A,brexit,extension_3
1226467131656675330,1,0,1,A,brexit,extension_3
1222962565384372224,0,1,1,A,brexit,extension_3
1225056975614087168,0,1,1,A,brexit,extension_3
1223929052324601856,0,0,1,A,brexit,extension_3
1216250135879061504,1,0,1,A,brexit,extension_3
1230061029457047554,1,0,2,A,brexit,extension_3
1222574360311017473,1,0,1,A,brexit,extension_3
1223275901636489218,1,0,2,A,brexit,extension_3
1231907386073346048,1,0,1,A,brexit,extension_3
1233435383683305473,0,1,1,A,brexit,extension_3
1222651132058537984,0,1,1,A,brexit,extension_3
1230137945618812929,1,1,1,A,brexit,extension_3
1222827887931416576,0,0,1,A,brexit,extension_3
1212844467671179275,1,1,2,A,brexit,extension_3
1227196411202109440,1,1,1,A,brexit,extension_3
1223382945030975488,0,1,1,A,brexit,extension_3
1226774881494327296,0,1,1,A,brexit,extension_3
1222621646349066247,1,0,1,A,brexit,extension_3
1217960084816441346,1,1,2,A,brexit,extension_3
1221330190703394817,1,1,2,A,brexit,extension_3
1222458544844394497,0,1,2,A,brexit,extension_3
1223380969874493440,0,1,1,A,brexit,extension_3
1223200654325362688,1,0,1,A,brexit,extension_3
1223312523795075072,1,0,1,A,brexit,extension_3
1228649495703040000,1,0,1,A,brexit,extension_3
1228229548308742149,1,0,1,A,brexit,extension_3
1217501700963086336,0,0,1,A,brexit,extension_3
1228970176818958336,0,0,1,A,brexit,extension_3
1221069227668443136,0,1,2,A,brexit,extension_3
1217360018024124416,1,0,1,A,brexit,extension_3
1221771763949940736,0,1,1,A,brexit,extension_3
1223285063263100929,0,1,2,A,brexit,extension_3
1223021619561598976,1,0,1,A,brexit,extension_3
1223700146120220674,1,0,1,A,brexit,extension_3
1223956747376898048,1,0,1,A,brexit,extension_3
1227728451702050817,1,1,1,A,brexit,extension_3
1223734102282645504,1,0,2,A,brexit,extension_3
1224710234259836929,1,0,1,A,brexit,extension_3
1223947939544018945,0,1,1,A,brexit,extension_3
1218575552535240706,1,1,1,A,brexit,extension_3
1223590702971486211,0,1,1,A,brexit,extension_3
1219552314513555458,1,0,3,A,brexit,extension_3
1220843687342747649,1,1,2,A,brexit,extension_3
1215502677922082817,1,0,1,A,brexit,extension_3
1215670786729615360,1,1,2,A,brexit,extension_3
1225416215465746432,1,0,1,A,brexit,extension_3
1223319670406754304,1,1,2,A,brexit,extension_3
1222804783746166785,1,0,2,A,brexit,extension_3
1231006732861804544,0,1,1,A,brexit,extension_3
1213090074063253504,1,0,1,A,brexit,extension_3
1218547998151626753,0,1,1,A,brexit,extension_3
1223525259162390529,1,1,1,A,brexit,extension_3
1223396544239620099,0,1,1,A,brexit,extension_3
1223216224982704130,0,0,1,A,brexit,extension_3
1223180963632615424,0,1,1,A,brexit,extension_3
1225945272590663682,1,1,1,A,brexit,extension_3
1223987154197663744,0,1,1,A,brexit,extension_3
1222584797647855616,0,1,1,A,brexit,extension_3
1215207838781526018,1,1,1,A,brexit,extension_3
1222786476636663808,0,0,1,A,brexit,extension_3
1225800132022677504,1,0,1,A,brexit,extension_3
1223295721719443456,1,1,2,A,brexit,extension_3
1225835440370077696,1,0,1,A,brexit,extension_3
1223330321925648384,0,1,1,A,brexit,extension_3
1223161160209440770,0,1,1,A,brexit,extension_3
1222494138098241538,1,1,1,A,brexit,extension_3
1214877086701277184,1,0,1,A,brexit,extension_3
1222631056823783432,1,0,1,A,brexit,extension_3
1232354290934648832,1,0,1,A,brexit,extension_3
1221694512864616449,0,1,1,A,brexit,extension_3
1218663367323373575,1,1,2,A,brexit,extension_3
1224976235039727617,1,1,1,A,brexit,extension_3
1223332765841723393,1,1,2,A,brexit,extension_3
1216020878061907969,1,1,2,A,brexit,extension_3
1217387308678369280,1,1,1,A,brexit,extension_3
1223381004334878720,1,0,1,A,brexit,extension_3
1215757720768471052,1,1,2,A,brexit,extension_3
1223403753107349504,1,0,1,A,brexit,extension_3
1223401779536236544,0,1,1,A,brexit,extension_3
1223391819628675074,1,0,1,A,brexit,extension_3
1223351600351260672,1,0,1,A,brexit,extension_3
1224375958645432320,1,0,1,A,brexit,extension_3
1223733119104299009,1,0,1,A,brexit,extension_3
1222614128772239361,0,1,1,A,brexit,extension_3
1220264745061752832,1,0,1,A,brexit,extension_3
1221190328042119168,1,1,1,A,brexit,extension_4
1218477959293685763,1,0,1,A,brexit,extension_4
1222131839009280001,0,1,1,A,brexit,extension_4
1223380633105379328,1,1,1,A,brexit,extension_4
1223223780706848768,1,0,1,A,brexit,extension_4
1224349983954100226,1,0,1,A,brexit,extension_4
1220654979393949697,1,0,1,A,brexit,extension_4
1216414988123897856,1,0,1,A,brexit,extension_4
1226237049038163970,1,1,1,A,brexit,extension_4
1219905247117762560,1,1,2,A,brexit,extension_4
1223393737461682187,1,0,1,A,brexit,extension_4
1215889001045004293,1,0,1,A,brexit,extension_4
1233101135940136962,1,1,1,A,brexit,extension_4
1229319584332877824,1,0,1,A,brexit,extension_4
1214900403122384896,1,1,1,A,brexit,extension_4
1215531162019553281,1,1,1,A,brexit,extension_4
1233716155065470976,1,0,1,A,brexit,extension_4
1222152383448461313,0,1,1,A,brexit,extension_4
1225818472225148928,1,0,2,A,brexit,extension_4
1223192459523522562,1,0,1,A,brexit,extension_4
1228976418589114369,1,0,1,A,brexit,extension_4
1230227297665503233,0,1,1,A,brexit,extension_4
1218168287676239872,1,0,1,A,brexit,extension_4
1223188950925369345,1,0,1,A,brexit,extension_4
1223143091110137858,1,0,1,A,brexit,extension_4
1216762802117005312,0,1,1,A,brexit,extension_4
1224095290921308161,1,1,1,A,brexit,extension_4
1220089872981143553,1,1,1,A,brexit,extension_4
1223375709378424833,0,1,1,A,brexit,extension_4
1222450724182818818,1,0,2,A,brexit,extension_4
1213591513176956929,1,1,1,A,brexit,extension_4
1223227745230106624,1,1,1,A,brexit,extension_4
1218828138110750721,0,1,1,A,brexit,extension_4
1222780141622919169,0,1,1,A,brexit,extension_4
1223313998000611330,0,0,1,A,brexit,extension_4
1217815378459537408,1,0,1,A,brexit,extension_4
1223379025290309634,0,1,1,A,brexit,extension_4
1222915193535107072,1,0,1,A,brexit,extension_4
1219231896065933313,1,1,2,A,brexit,extension_4
1216803392028278784,0,1,1,A,brexit,extension_4
1230066092770516993,1,1,1,A,brexit,extension_4
1222578284258570240,1,0,1,A,brexit,extension_4
1224597226288308224,1,0,1,A,brexit,extension_4
1233078210897813504,1,0,1,A,brexit,extension_4
1231521778389934085,1,1,2,A,brexit,extension_4
1223534895886217216,1,1,3,A,brexit,extension_4
1233414209913966592,1,0,1,A,brexit,extension_4
1222502689646530560,1,1,2,A,brexit,extension_4
1222567746254385152,1,1,1,A,brexit,extension_4
1223406054421204996,1,1,1,A,brexit,extension_4
1217559516117655553,1,1,2,A,brexit,extension_4
1232326589976915969,1,1,1,A,brexit,extension_4
1222163740617072640,1,0,1,A,brexit,extension_4
1223382326102626304,1,1,1,A,brexit,extension_4
1229649391746789376,1,0,1,A,brexit,extension_4
1215355418580529152,1,0,1,A,brexit,extension_4
1223156553278160898,1,1,1,A,brexit,extension_4
1224292109722824705,0,1,1,A,brexit,extension_4
1230040458841251840,1,1,1,A,brexit,extension_4
1223367442338066433,1,0,1,A,brexit,extension_4
1213234699398733827,1,0,2,A,brexit,extension_4
1223284640733003777,0,0,1,A,brexit,extension_4
1217443678916050944,1,0,1,A,brexit,extension_4
1223787904360685570,1,1,1,A,brexit,extension_4
1223495987391606785,0,1,1,A,brexit,extension_4
1217331017385697281,1,1,1,A,brexit,extension_4
1230920883419656192,1,0,1,A,brexit,extension_4
1229816878144598016,1,1,1,A,brexit,extension_4
1223275243868971009,0,1,1,A,brexit,extension_4
1216291280759742469,1,1,1,A,brexit,extension_4
1232311255454683137,1,1,1,A,brexit,extension_4
1222596852610224129,0,1,1,A,brexit,extension_4
1223277963216637953,0,1,2,A,brexit,extension_4
1223308987891965952,1,0,1,A,brexit,extension_4
1222233054477017089,1,1,1,A,brexit,extension_4
1231552789068730371,1,0,1,A,brexit,extension_4
1223381270417354757,1,0,1,A,brexit,extension_4
1223122045623513088,1,0,1,A,brexit,extension_4
1223384712518881280,1,1,2,A,brexit,extension_4
1231163357597782017,1,1,1,A,brexit,extension_4
1222543094270382081,0,1,1,A,brexit,extension_4
1221812140002160640,1,1,1,A,brexit,extension_4
1223249931294642178,1,0,1,A,brexit,extension_4
1232209415484387329,1,0,1,A,brexit,extension_4
1213809032634552320,1,0,1,A,brexit,extension_4
1223177890398904320,1,1,1,A,brexit,extension_4
1223215330086019073,1,0,1,A,brexit,extension_4
1223149862599962624,1,0,1,A,brexit,extension_4
1223172498696671232,1,0,1,A,brexit,extension_4
1215645371759767553,1,0,1,A,brexit,extension_4
1218915853636456455,1,0,1,A,brexit,extension_4
1223526399086153728,0,1,2,A,brexit,extension_4
1223244479739715584,1,1,1,A,brexit,extension_4
1228989385170968577,1,0,1,A,brexit,extension_4
1224229279770271744,1,1,1,A,brexit,extension_4
1223388918449672192,1,1,1,A,brexit,extension_4
1223152309296869376,0,0,1,A,brexit,extension_4
1217825923476721665,1,1,1,A,brexit,extension_4
1225176335099858952,0,1,1,A,brexit,extension_4
1223386291578056707,1,1,1,A,brexit,extension_4
1214154695624802304,1,0,1,A,brexit,training_1
1214490606136963072,1,0,1,A,brexit,training_1
1215117432408420358,1,1,2,A,brexit,training_1
1215367393326690304,1,1,2,A,brexit,training_1
1216021749990555649,1,1,3,A,brexit,training_1
1216482625528967174,1,0,3,A,brexit,training_1
1217383259895713793,1,0,1,A,brexit,training_1
1217896631703605253,1,0,1,A,brexit,training_1
1218446059443191808,1,0,1,A,brexit,training_1
1219016672834736131,1,0,1,A,brexit,training_1
1219657651853852672,1,0,2,A,brexit,training_1
1219904012327227392,1,1,1,A,brexit,training_1
1220086959726583809,1,0,1,A,brexit,training_1
1220284966082437120,1,0,1,A,brexit,training_1
1221911648128131073,1,0,2,A,brexit,training_1
1222074028153884672,1,0,2,A,brexit,training_1
1222570004257955840,1,0,1,A,brexit,training_1
1222629014269046784,0,0,1,A,brexit,training_1
1222640927132569600,0,0,2,A,brexit,training_1
1223071284952735744,1,0,2,A,brexit,training_1
1223151003878469632,1,0,1,A,brexit,training_1
1223152857702129664,1,0,2,A,brexit,training_1
1223185686989283328,1,0,2,A,brexit,training_1
1223220362512609285,1,0,3,A,brexit,training_1
1223224943409815553,1,0,1,A,brexit,training_1
1223253568200892416,1,0,1,A,brexit,training_1
1223254845655744513,1,0,1,A,brexit,training_1
1223275853242605571,1,0,2,A,brexit,training_1
1223286698479620097,1,0,2,A,brexit,training_1
1223335312098844672,0,1,1,A,brexit,training_1
1223344553513582595,0,0,2,A,brexit,training_1
1223370070337957888,1,0,1,A,brexit,training_1
1223385181857492992,0,1,1,A,brexit,training_1
1223387281844817920,1,0,3,A,brexit,training_1
1223392583952543744,1,0,1,A,brexit,training_1
1223404143068381184,1,0,1,A,brexit,training_1
1223492213272973314,1,1,1,A,brexit,training_1
1223524125911801856,1,0,1,A,brexit,training_1
1223547291036004352,1,0,1,A,brexit,training_1
1223559935570718727,1,0,1,A,brexit,training_1
1223604405041336320,1,1,2,A,brexit,training_1
1223622025048154113,1,0,2,A,brexit,training_1
1223817985317425154,1,0,2,A,brexit,training_1
1223925400436445189,1,0,3,A,brexit,training_1
1225189353812643841,0,1,1,A,brexit,training_1
1225362689423269888,1,0,3,A,brexit,training_1
1228243093222297600,1,0,1,A,brexit,training_1
1228976560608288768,1,0,2,A,brexit,training_1
1229324190857207808,1,0,2,A,brexit,training_1
1230259865576202240,1,0,1,A,brexit,training_1
1231873902923722752,1,1,2,A,brexit,training_1
1233094136284221447,1,1,2,A,brexit,training_1
1233352051234672642,1,0,1,A,brexit,training_1
1233416320168923137,1,0,2,A,brexit,training_1
1233776820442583041,0,1,2,A,brexit,training_1
1428742362046607360,1,0,2,A,abortion,training_1
1429066505661161473,1,0,2,A,abortion,training_1
1432600315438764036,1,0,2,A,abortion,training_1
1432933342043770881,1,0,2,A,abortion,training_1
1433049318412390407,1,0,3,A,abortion,training_1
1433055939670810624,0,1,3,A,abortion,training_1
1433119699135451144,1,0,2,A,abortion,training_1
1433152745813553162,1,0,2,A,abortion,training_1
1433197856677109766,1,0,1,A,abortion,training_1
1433225864154689538,0,1,2,A,abortion,training_1
1433502212261613568,1,1,2,A,abortion,training_1
1433509029125533703,1,0,2,A,abortion,training_1
1433576717893845023,1,0,3,A,abortion,training_1
1433577561464922115,1,1,2,A,abortion,training_1
1433832349842743299,1,0,1,A,abortion,training_1
1434140231817732100,1,1,2,A,abortion,training_1
1434190849991057411,0,0,2,A,abortion,training_1
1434555064392241153,1,0,2,A,abortion,training_1
1434796388013969409,1,0,2,A,abortion,training_1
1435103920137936896,1,0,2,A,abortion,training_1
1435673673692860417,1,0,3,A,abortion,training_1
1436398954929819650,1,1,3,A,abortion,training_1
1437828264366682114,1,1,2,A,abortion,training_1
1438593364195225608,1,0,1,A,abortion,training_1
1438689176132591621,1,0,2,A,abortion,training_1
1440324955254628357,1,0,1,A,abortion,training_1
1440448213744377856,1,0,2,A,abortion,training_1
1440751684980920325,1,0,2,A,abortion,training_1
1441046384849739783,1,0,1,A,abortion,training_1
1441107424425897984,1,1,2,A,abortion,training_1
1441375945856798720,1,1,2,A,abortion,training_1
1441437469434695683,1,0,1,A,abortion,training_1
1442774360905895938,1,0,1,A,abortion,training_1
1442882362438610944,1,0,1,A,abortion,training_1
1443125036554985476,1,0,1,A,abortion,training_1
1443148093571096577,1,0,1,A,abortion,training_1
1443273628020215811,1,0,2,A,abortion,training_1
1444428617069600771,1,0,2,A,abortion,training_1
1444451586047098880,1,1,2,A,abortion,training_1
1444600433419370496,1,0,1,A,abortion,training_1
1444962247399329792,1,0,1,A,abortion,training_1
1445402146892128263,1,0,2,A,abortion,training_1
1445919053177053185,1,0,2,A,abortion,training_1
1446137357946605572,0,0,2,A,abortion,training_1
1448847453084659713,1,0,2,A,abortion,training_1
1212857303633932288,1,0,1,A,brexit,training_2
1213219502219046919,1,1,1,A,brexit,training_2
1215268185567637505,1,0,2,A,brexit,training_2
1215511412098756608,1,1,1,A,brexit,training_2
1216138908024459267,1,0,1,A,brexit,training_2
1216278785110216704,1,1,1,A,brexit,training_2
1218079902383202304,1,0,1,A,brexit,training_2
1219265873183158272,0,0,1,A,brexit,training_2
1219944823081394179,1,0,1,A,brexit,training_2
1220031596356677633,1,0,1,A,brexit,training_2
1221058021561901056,1,1,1,A,brexit,training_2
1221295543399391232,1,1,1,A,brexit,training_2
1221795516037595136,1,1,1,A,brexit,training_2
1222648074977398784,1,1,2,A,brexit,training_2
1222779460300263424,1,1,1,A,brexit,training_2
1222922737116729351,0,0,1,A,brexit,training_2
1222925005467590656,1,0,1,A,brexit,training_2
1222934735627997185,1,0,1,A,brexit,training_2
1223164785497444353,1,1,2,A,brexit,training_2
1223192891285233665,0,1,1,A,brexit,training_2
1223225986889715712,1,1,1,A,brexit,training_2
1223302944088580097,0,0,1,A,brexit,training_2
1223311412006727681,1,0,1,A,brexit,training_2
1223346208145641472,1,1,1,A,brexit,training_2
1223367224221732869,0,1,1,A,brexit,training_2
1223375216937701377,0,1,1,A,brexit,training_2
1223380466822197249,1,0,1,A,brexit,training_2
1223382025287229441,1,0,1,A,brexit,training_2
1223383523249270784,1,1,1,A,brexit,training_2
1223383830792409091,1,0,1,A,brexit,training_2
1223395968541806592,0,0,1,A,brexit,training_2
1223397515925622785,1,0,1,A,brexit,training_2
1223523263449632770,0,1,1,A,brexit,training_2
1223683945755222021,1,1,1,A,brexit,training_2
1224007444151533570,1,1,1,A,brexit,training_2
1226897624525082624,1,1,1,A,brexit,training_2
1227566323221352449,1,1,1,A,brexit,training_2
1227615309688905728,1,1,1,A,brexit,training_2
1227630259169824770,1,0,1,A,brexit,training_2
1228996201695105027,1,0,2,A,brexit,training_2
1229910543412137984,1,1,1,A,brexit,training_2
1230789314558164993,1,1,1,A,brexit,training_2
1231578425640484864,1,0,1,A,brexit,training_2
1232785184984125440,1,1,1,A,brexit,training_2
1233041920416526337,1,1,1,A,brexit,training_2
1428354048369983488,1,1,2,A,abortion,training_2
1430283958357483529,1,1,1,A,abortion,training_2
1431270957264605186,1,0,1,A,abortion,training_2
1432757034173308931,1,1,1,A,abortion,training_2
1433053774646501380,1,0,2,A,abortion,training_2
1433081302832623623,1,1,2,A,abortion,training_2
1433103617490309128,1,1,1,A,abortion,training_2
1433183284729729024,0,1,1,A,abortion,training_2
1433300350178631680,0,1,1,A,abortion,training_2
1433303681185812484,1,0,1,A,abortion,training_2
1433425617878335494,0,1,1,A,abortion,training_2
1433508062602711042,1,1,2,A,abortion,training_2
1433541985433006080,1,1,2,A,abortion,training_2
1433627513557819392,1,1,1,A,abortion,training_2
1433640765939400704,1,0,1,A,abortion,training_2
1433794630387183617,1,1,1,A,abortion,training_2
1433809462909866003,1,0,1,A,abortion,training_2
1433878475442561027,1,1,1,A,abortion,training_2
1433930935335014401,1,1,2,A,abortion,training_2
